agent_name,agent_office,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail
John Mcnamara,TTR Sotheby's International Realty,M5352416472,2922675777,1199000,NA,3,3,5.0,2983,12487,single_family,NA,Arlington,3675 Military Rd,22207,38.920797,-77.120295,North Arlington,https://www.realtor.com/realestateandhomes-detail/3675-Military-Rd_Arlington_VA_22207_M53524-16472,https://ap.rdcpix.com/89d1129114f06d4553054b77d0eaed6dl-b267659134x.jpg
Kristin Usaitis,Long & Foster Arlington,M6018324228,2922672073,699000,1,1,2,2.0,1082,4625,single_family,NA,Arlington,3715 2nd St S,22204,38.868441,-77.098915,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3715-2nd-St-S_Arlington_VA_22204_M60183-24228,https://ap.rdcpix.com/e6ad14f68bec4596dde1de197ecbaa03l-m1563106308x.jpg
Brittany Camacho,CENTURY 21 Redwood Realty,M6501217686,2922668988,399900,NA,1,1,1.0,741,NA,condo,condos,Arlington,1001 N Randolph St Apt 214,22201,38.88299,-77.10929,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1001-N-Randolph-St-Apt-214_Arlington_VA_22201_M65012-17686,https://ap.rdcpix.com/7143f2a78d1443bc6ddb407abebdeaeel-m2145467033x.jpg
Randolph Adams,Mcwilliams/Ballard Inc.,M5570217808,2922668359,1399994,1,2,3,2.0,1882,NA,condo,condos,Arlington,1700 Clarendon Blvd Unit 148,22209,38.893052,-77.077917,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1700-Clarendon-Blvd-148_Arlington_VA_22209_M55702-17808,https://ap.rdcpix.com/a8ce3941736672cfb4002fb947094f72l-m1195723264x.jpg
Jonathan Lahey Your Home Sold Guaranteed,Re/Max Fine Living,M5271616388,2922663571,1450000,1,2,3,4.0,3678,8202,single_family,NA,Arlington,3603 N Pershing Dr,22201,38.876188,-77.100668,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/3603-N-Pershing-Dr_Arlington_VA_22201_M52716-16388,https://ap.rdcpix.com/a537233f83f124473f4675f51a3009fal-c1574881507x.jpg
Almaz Gebrehiwot,SAMSON PROPERTIES,M6943454766,2922657636,250000,NA,1,1,2.0,844,NA,condo,condos,Arlington,1515 S George Mason Dr Apt 11,22204,38.85175,-77.10412,Douglas Park,https://www.realtor.com/realestateandhomes-detail/1515-S-George-Mason-Dr-Apt-11_Arlington_VA_22204_M69434-54766,https://ap.rdcpix.com/1b5a7651724b5dd52b6db050c1c5bc99l-m3967335247x.jpg
Lindsey Hacker,Keller Williams Capital Properties,M6181422737,2922654994,799000,NA,3,3,3.0,1680,7000,single_family,NA,Arlington,5316 5th St N,22203,38.872553,-77.123562,Bluemont,https://www.realtor.com/realestateandhomes-detail/5316-5th-St-N_Arlington_VA_22203_M61814-22737,https://ap.rdcpix.com/639c666a84a41c079fe24a12de6019c7l-m356514374x.jpg
Craig Mastrangelo,COMPASS,M5828623431,2922647941,1060000,NA,3,3,4.0,2300,7388,single_family,NA,Arlington,5108 27th St N,22207,38.900947,-77.137066,Yorktown,https://www.realtor.com/realestateandhomes-detail/5108-27th-St-N_Arlington_VA_22207_M58286-23431,https://ap.rdcpix.com/34b14279643491bdb5b8583118b948f0l-m911237148x.jpg
Casey O Neal,COMPASS,M6472860444,2922639023,764900,NA,2,2,3.0,1574,7865,single_family,NA,Arlington,701 S Buchanan St,22204,38.860333,-77.110113,Barcroft,https://www.realtor.com/realestateandhomes-detail/701-S-Buchanan-St_Arlington_VA_22204_M64728-60444,https://ap.rdcpix.com/1996409237f2e8f681419fb516498ec7l-m1834646748x.jpg
Geva Lester,Keller Williams Realty,M5540716205,2922638901,585000,1,1,2,2.0,1245,4501,condo,duplex_triplex,Arlington,3102 S High St,22202,38.845009,-77.059971,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/3102-S-High-St_Arlington_VA_22202_M55407-16205,https://ap.rdcpix.com/a5889886ffee40fad30c1bcfede4eb08l-m1108390918x.jpg
JOANNA ARGENIO,Long & Foster Bethesda,M6640136743,2922637506,615000,1,2,3,2.0,1100,NA,condo,condos,Arlington,1410 12th St N Unit B,22209,38.88798253,-77.0734002,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1410-12th-St-N_Arlington_VA_22209_M66401-36743,https://ap.rdcpix.com/ec665d2c1c10a4ace8048bd2723cdcd5l-m2042277227x.jpg
Rima Tannous,Long & Foster McLean,M6735000456,2922637504,1375000,1,3,4,4.0,3300,6399,single_family,NA,Arlington,1710 21st Rd N,22209,38.899284,-77.079516,North Highland,https://www.realtor.com/realestateandhomes-detail/1710-21st-Rd-N_Arlington_VA_22209_M67350-00456,https://ap.rdcpix.com/8a96c8544056148afe40b6e06eb720d7l-m2940944364x.jpg
Steve Wydler,COMPASS,M6008720987,2922625977,1750000,1,2,3,3.0,2118,NA,condo,condos,Arlington,1401 N Oak St Apt 608,22209,38.89043,-77.07289,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1401-N-Oak-St-Apt-608_Arlington_VA_22209_M60087-20987,https://ap.rdcpix.com/4bc64d5c59b9092500e27947a28312ecl-m3160566354x.jpg
Carol Temple,Coldwell Banker Realty - Arlington,M6779323113,2922612031,248000,NA,1,1,1.0,690,NA,condo,condos,Arlington,4201 Lee Hwy Apt 307,22207,38.8972,-77.11256,Cherrydale,https://www.realtor.com/realestateandhomes-detail/4201-Lee-Hwy-Apt-307_Arlington_VA_22207_M67793-23113,https://ap.rdcpix.com/aac69c1098847d7a5b5ed0f1a5f3b098l-w2228286684x.jpg
Debbie Crevier Kent,Cottage Street Realty LLC,M5802174761,2922611427,979000,1,2,3,4.0,2426,6970,single_family,NA,Arlington,5017 13th St N,22205,38.885809,-77.124366,Waycroft - Woodlawn,https://www.realtor.com/realestateandhomes-detail/5017-13th-St-N_Arlington_VA_22205_M58021-74761,https://ap.rdcpix.com/a52e0ba5b0e9f4ebbb9b4a12b93756f4l-m2834006212x.jpg
Ann Wilson,Keller Williams Realty,M6364868451,2922605463,840000,1,2,3,3.0,1344,6900,single_family,NA,Arlington,6610 25th St N,22213,38.891878,-77.160399,East Falls Church,https://www.realtor.com/realestateandhomes-detail/6610-25th-St-N_Arlington_VA_22213_M63648-68451,https://ap.rdcpix.com/19fa23fb5c6f83b7e0777346739c895al-m2796359414x.jpg
Dixie Rapuano,RE/MAX West End,M6019904286,2922601386,955000,1,3,4,4.0,2160,1220,condo,townhomes,Arlington,1104 N Vermont St,22201,38.883897,-77.115164,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1104-N-Vermont-St_Arlington_VA_22201_M60199-04286,https://ap.rdcpix.com/678643b5d9eaea9ec08f3945b4b4dea3l-m1148109870x.jpg
Hunter Mc Fadden,Compass,M5600144867,2922593173,699995,NA,2,2,2.0,1134,NA,condo,condos,Arlington,1021 N Garfield St Apt 531,22201,38.88568,-77.09359,North Arlington,https://www.realtor.com/realestateandhomes-detail/1021-N-Garfield-St-Apt-531_Arlington_VA_22201_M56001-44867,https://ap.rdcpix.com/2f3517f4ce4b862f4d61f1a95042f70fl-m3958238790x.jpg
Amy Vander Linden,COMPASS,M6968263367,2922585094,1050000,1,3,4,3.0,1516,833,condo,townhomes,Arlington,3118 9th Rd N,22201,38.883451,-77.09564,North Arlington,https://www.realtor.com/realestateandhomes-detail/3118-9th-Rd-N_Arlington_VA_22201_M69682-63367,https://ap.rdcpix.com/eb5b15bccf2c4bc76732ab0331bceb35l-m1455862488x.jpg
Caitlin Collins,RE/MAX West End,M6596891802,2922581907,2099000,1,4,5,5.0,4137,6050,single_family,NA,Arlington,721 N Kenmore St,22201,38.881879,-77.099538,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/721-N-Kenmore-St_Arlington_VA_22201_M65968-91802,https://ap.rdcpix.com/0517779c81761846e9cc68dd78cc4e79l-m1602481880x.jpg
Ron Mangas Jr,TTR Sotheby's International Realty,M5546481757,2922579757,2950000,1,4,5,5.0,5461,20000,single_family,NA,McLean,400 Chain Bridge Rd,22101,38.932038,-77.120485,Arlingwood,https://www.realtor.com/realestateandhomes-detail/400-Chain-Bridge-Rd_MC-Lean_VA_22101_M55464-81757,https://ap.rdcpix.com/ee60032f8c472dcaf8e7c0248e1c2d1al-b140773707x.jpg
Brock Harris,"Pearson Smith Realty, Llc",M5810878544,2922566863,749900,1,2,3,5.0,1450,6600,single_family,NA,Arlington,,22203,38.873025,-77.118993,Arlington Forest,https://www.realtor.com/realestateandhomes-detail/Arlington_VA_22203_M58108-78544,https://ap.rdcpix.com/83aa13fc67df753aa8a5e822d4a15d0al-m849924740x.jpg
Vladimir Jirinec,Nbi  Realty Llc,M5228329107,2922565618,175000,NA,1,1,1.0,690,NA,condo,condos,Arlington,5014 Columbia Pike Apt 4,22204,38.85481451,-77.1127214,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/5014-Columbia-Pike-Apt-4_Arlington_VA_22204_M52283-29107,https://ap.rdcpix.com/a6b1ad68c537028a90cf1afb5bf519f8l-m3703854681x.jpg
Andrew Pariser,Long & Foster Woodley Park,M5987154798,2922545471,1550000,1,2,3,2.0,1815,NA,condo,condos,Arlington,1881 N Nash St Unit 1410,22209,38.89749032,-77.07314172,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-1410_Arlington_VA_22209_M59871-54798,https://ap.rdcpix.com/49b0ce1ba4e53004c9f2cc776049d2d5l-m360674595x.jpg
Roxanne Southern,SAMSON PROPERTIES,M6186982883,2922541963,349000,NA,2,2,2.0,1352,NA,condo,condos,Arlington,900 N Taylor St Apt 1612,22203,38.88119451,-77.11270338,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-1612_Arlington_VA_22203_M61869-82883,https://ap.rdcpix.com/e09151b84f602447eb55aba8e9bf3a42l-m698019650x.jpg
Jue Wang,Premiere Realty Llc,M5789293340,2922541477,188000,NA,1,1,1.0,514,NA,condo,condos,Arlington,1021 Arlington Blvd Apt 309,22209,38.89326414,-77.06910624,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-309_Arlington_VA_22209_M57892-93340,https://ap.rdcpix.com/97f3a66dd1a1665814f8f2dd7d7cb4f7l-m2615041464x.jpg
BRENDA COX,"Fortney Fine Properties, Llc",M5849222050,2922539457,375000,NA,2,2,3.0,1184,2515,condo,duplex_triplex,Arlington,3635 S Four Mile Run Dr,22206,38.845151,-77.088959,Nauck,https://www.realtor.com/realestateandhomes-detail/3635-S-Four-Mile-Run-Dr_Arlington_VA_22206_M58492-22050,https://ap.rdcpix.com/7677b265d23eff96dd46efa98a7f3103l-m402367079x.jpg
Gigi Salameh,SAMSON PROPERTIES,M6176005877,2922537750,1685000,2,4,6,6.0,3726,7209,single_family,NA,Arlington,4831 Little Falls Rd,22207,38.910975,-77.135885,Rock Spring,https://www.realtor.com/realestateandhomes-detail/4831-Little-Falls-Rd_Arlington_VA_22207_M61760-05877,https://ap.rdcpix.com/7799c6d1bed0d6e46267f2e568c93234l-m1618065282x.jpg
Sam Medvene,CENTURY 21 Redwood Realty,M9311927536,2922533419,899900,1,4,5,5.0,3200,3257,condo,townhomes,Arlington,2136 Nelson St S,22204,38.84891,-77.09016,Nauck,https://www.realtor.com/realestateandhomes-detail/2136-S-Nelson-St_Arlington_VA_22204_M93119-27536,https://ap.rdcpix.com/4c09456d71c7a3abf654a16ed2d2867el-m1636532983x.jpg
Peggy Parker,SAMSON PROPERTIES,M9332410952,2922523522,665000,1,3,4,3.0,1840,NA,condo,townhomes,Arlington,2504 S Arlington Mill Dr Apt C,22206,38.843427,-77.09514,South Arlington,https://www.realtor.com/realestateandhomes-detail/2504-S-Arlington-Mill-Dr-Apt-C_Arlington_VA_22206_M93324-10952,https://ap.rdcpix.com/6d32db8a5f713db3b57b0f6332ca3690l-m4114894297x.jpg
Gary Hughes,CENTURY 21 Redwood Realty,M6230998333,2922519957,335000,NA,1,1,1.0,851,NA,condo,condos,Arlington,4177 S Four Mile Run Dr Unit 204,22204,38.84933,-77.09838,Douglas Park,https://www.realtor.com/realestateandhomes-detail/4177-S-Four-Mile-Run-Dr-Unit-204_Arlington_VA_22204_M62309-98333,https://ap.rdcpix.com/bdeaa2f0f1f6734b30bcbacced34387fl-m1312490148x.jpg
Barbara Kirkland,Long & Foster Arlington,M5603993623,2922519114,509500,NA,2,2,1.0,1528,NA,condo,condos,Arlington,4819 30th St S Apt A1,22206,38.83804,-77.09948,Fairlington,https://www.realtor.com/realestateandhomes-detail/4819-30th-St-S-Apt-A1_Arlington_VA_22206_M56039-93623,https://ap.rdcpix.com/c05cf59cda2a6d61fe56372f67ae8ba1l-m792991566x.jpg
Daniela Hurtado,KW United,M6868177562,2922517805,1199000,NA,3,3,5.0,3263,8400,single_family,NA,Arlington,1708 S Nelson St,22204,38.853872,-77.092616,Douglas Park,https://www.realtor.com/realestateandhomes-detail/1708-S-Nelson-St_Arlington_VA_22204_M68681-77562,https://ap.rdcpix.com/5619f05598a1789ee26fb938aabccff5l-m3292930475x.jpg
John Gill,H.A. Gill & Son,M6695721082,2922513147,940000,1,2,3,2.0,1758,NA,condo,condos,Arlington,1418 N Rhodes St Unit B113,22209,38.89083,-77.07942,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1418-N-Rhodes-St-Apt-113_Arlington_VA_22209_M66957-21082,https://ap.rdcpix.com/1351b662630e45926c4187ef67239c9fl-m3567563877x.jpg
Kay Houghton,Keller Williams Realty,M6522433227,2922512330,485000,NA,2,2,2.0,1490,NA,condo,condos,Arlington,3014 S Abingdon St Apt A1,22206,38.83862,-77.09819,Fairlington,https://www.realtor.com/realestateandhomes-detail/3014-S-Abingdon-St-Apt-A1_Arlington_VA_22206_M65224-33227,https://ap.rdcpix.com/f728fdaad4119ec0df3c71bbe73ce875l-m606651483x.jpg
Ana Rivas Beck,"Weichert, Realtors - Alexandria Old Town",M6625064855,2922512332,389000,NA,1,1,2.0,875,NA,condo,condos,Arlington,2842 S Wakefield St Unit C,22206,38.84276,-77.09726,South Arlington,https://www.realtor.com/realestateandhomes-detail/2842-S-Wakefield-St-Unit-C_Arlington_VA_22206_M66250-64855,https://ap.rdcpix.com/e9d7581b215f5922f0e8ef60a5d04b98l-m3771746407x.jpg
Amber Williams,Sweet Homes America Incorporated,M6837483877,2922510797,149000,NA,1,1,1.0,383,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 947,22209,38.89330491,-77.06996519,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-947_Arlington_VA_22209_M68374-83877,https://ap.rdcpix.com/47e464f043a5608a6faf61c2ebede476l-m1024301952x.jpg
Amber Williams,Sweet Homes America Incorporated,M5566277493,2922510800,181000,NA,1,1,1.0,559,NA,condo,condos,Arlington,1121 Arlington Blvd Apt 408,22209,38.89337117,-77.06953603,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-408_Arlington_VA_22209_M55662-77493,https://ap.rdcpix.com/17f03b8bab92a4dad2e1acc93e7a3fffl-m3398658793x.jpg
Keri Shull,Optime Realty,M6012546081,2922509319,1399000,1,4,5,5.0,4055,5811,single_family,NA,Arlington,1922 N Madison St,22205,38.888621,-77.143603,North Arlington,https://www.realtor.com/realestateandhomes-detail/1922-N-Madison-St_Arlington_VA_22205_M60125-46081,https://ap.rdcpix.com/b1a347050e29845b11ca20f20a4e3bbcl-m530023433x.jpg
Joshua Dukes,Keller Williams Realty - Metro Center - Alexandria Old Town,M5290345414,2922495819,1499999,NA,1,1,4.0,1520,7715,single_family,NA,Arlington,2503 16th St N,22201,38.89158,-77.088894,Lyon Village,https://www.realtor.com/realestateandhomes-detail/2503-16th-St-N_Arlington_VA_22201_M52903-45414,https://ap.rdcpix.com/7a25c1d839b17df03997aa8b8b8ca071l-m1403418825x.jpg
Carole Schweitzer,"Weichert, Realtors - Arlington",M6486356646,2915465192,1999999,1,4,5,7.0,5147,10891,single_family,NA,Arlington,2700 N Beechwood Pl,22207,38.909314,-77.111229,Donaldson Run,https://www.realtor.com/realestateandhomes-detail/2700-N-Beechwood-Pl_Arlington_VA_22207_M64863-56646,https://ap.rdcpix.com/77c3946436b3ff599dabf8d1fa978856l-m1831415304x.jpg
David Shotwell,COMPASS,M6273423423,2922493482,899000,1,1,2,3.0,2504,6159,single_family,NA,Arlington,2729 S Arlington Ridge Rd,22202,38.846941,-77.065426,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2729-S-Arlington-Ridge-Rd_Arlington_VA_22202_M62734-23423,https://ap.rdcpix.com/b276c6dc942e7f6545e53407e3767f7al-m4037955751x.jpg
Julie Pearson,"McEnearney Associates, Inc.",M5081981379,2922490011,249900,NA,1,1,1.0,735,NA,condo,condos,Arlington,1200 S Arlington Ridge Rd Apt 703,22202,38.86265,-77.0667,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1200-S-Arlington-Ridge-Rd-Apt-703_Arlington_VA_22202_M50819-81379,https://ap.rdcpix.com/a045e47710748bd7634ee75a34da6c81l-m3175449389x.jpg
Paniz Asgari,COMPASS,M5373828798,2922488388,410000,NA,1,1,1.0,713,NA,condo,condos,Arlington,1001 N Vermont St Apt 604,22201,38.88282,-77.11457,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1001-N-Vermont-St-Apt-604_Arlington_VA_22201_M53738-28798,https://ap.rdcpix.com/7ddb10e2c0ba8690e7efa5068cd71867l-m3543368918x.jpg
Archie Harders,Long & Foster Arlington,M5804092994,2922487892,655000,2,2,4,3.0,2444,2330,condo,townhomes,Arlington,5135 12th Rd S,22204,38.849328,-77.113146,South Arlington,https://www.realtor.com/realestateandhomes-detail/5135-12th-Rd-S_Arlington_VA_22204_M58040-92994,https://ap.rdcpix.com/9c8290944b3ae9d7993757da775a3bf4l-m3715932511x.jpg
Marga Pirozzoli,COMPASS,M6833674007,2922479779,1050000,1,2,3,3.0,3556,10041,single_family,NA,Arlington,5004 30th St N,22207,38.905163,-77.135809,Yorktown,https://www.realtor.com/realestateandhomes-detail/5004-30th-St-N_Arlington_VA_22207_M68336-74007,https://ap.rdcpix.com/c1cd59a7722f0dbef2231ad05a242a11l-m1141110446x.jpg
Candee Currie,Redfin Corporation,M5381258110,2922480381,990000,1,2,3,2.0,1832,NA,condo,townhomes,Arlington,1418 N Rhodes St Unit B107,22209,38.89083,-77.07942,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1418-N-Rhodes-St-Apt-107_Arlington_VA_22209_M53812-58110,https://ap.rdcpix.com/eb1eaa83d790392cf799ffc92e6d218dl-m2148544647x.jpg
Jim Downs,Re/Max Home Realty,M5228522438,2922480439,179900,NA,1,1,1.0,559,NA,condo,condos,Arlington,1111 Arlington Blvd Apt 544,22209,38.89149,-77.06924,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1111-Arlington-Blvd-Apt-544_Arlington_VA_22209_M52285-22438,https://ap.rdcpix.com/df2a0948cfd61192f5d3f833d42186dbl-m2461137595x.jpg
Chris Dominick,"RE/MAX Gateway, LLC",M5043767341,2922479807,520000,NA,2,2,2.0,1062,NA,condo,townhomes,Arlington,46 N Bedford St Unit 46B,22201,38.87566456,-77.08601143,North Arlington,https://www.realtor.com/realestateandhomes-detail/46-N-Bedford-St_Arlington_VA_22201_M50437-67341,https://ap.rdcpix.com/907b025d68ba97febe50f7af0a24178bl-m1147395131x.jpg
Hai Ho,"Washington Capital Realty, LLC",M6403929824,2922480307,440000,NA,1,1,1.0,885,NA,condo,condos,Arlington,900 N Stafford St Apt 2521,22203,38.88202,-77.1105,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Stafford-St-Apt-2521_Arlington_VA_22203_M64039-29824,https://ap.rdcpix.com/35fb4ee158cccaf0b2d73c5029eb0402l-m2453937997x.jpg
CAROLYN CONNELL,Keller Williams Realty,M6508782672,2922480442,389900,NA,1,1,1.0,754,NA,condo,condos,Arlington,1001 N Randolph St Apt 221,22201,38.88299,-77.10929,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1001-N-Randolph-St-Apt-221_Arlington_VA_22201_M65087-82672,https://ap.rdcpix.com/040e431e049683902e9ad92683ab821al-m2419703794x.jpg
Eileen Aronovitch,Keller Williams Realty,M6669948427,2922458500,1199900,1,3,4,4.0,2850,4029,single_family,NA,Arlington,2015 N Pollard St,22207,38.895328,-77.106892,Cherrydale,https://www.realtor.com/realestateandhomes-detail/2015-N-Pollard-St_Arlington_VA_22207_M66699-48427,https://ap.rdcpix.com/9d9ec222eec0dd5ea61f4199f7f3c28dl-m3087139950x.jpg
Joseph Himali,Rlah Real Estate,M5174955351,2922452919,360000,NA,1,1,1.0,956,NA,condo,condos,Arlington,4127 S Four Mile Run Dr Unit 103,22204,38.84815,-77.09646,Douglas Park,https://www.realtor.com/realestateandhomes-detail/4127-S-Four-Mile-Run-Dr-Unit-103_Arlington_VA_22204_M51749-55351,https://ap.rdcpix.com/fc574a5d011e8d5b357c36788af88cf7l-m484762543x.jpg
Chrissy O Donnell,RE/MAX West End,M5670860249,2922455063,339000,NA,1,1,1.0,738,NA,condo,townhomes,Arlington,1300 S Cleveland St Apt 364,22204,38.86027,-77.08407,South Arlington,https://www.realtor.com/realestateandhomes-detail/1300-S-Cleveland-St-Apt-364_Arlington_VA_22204_M56708-60249,https://ap.rdcpix.com/5bf45cb41807a5c0f0513d7fbfc92d3fl-m433113150x.jpg
Keri Shull,Optime Realty,M6658845469,2922450642,280000,1,1,2,2.0,897,NA,condo,condos,Arlington,2030 N Adams St Apt 207,22201,38.89783,-77.08964,North Highland,https://www.realtor.com/realestateandhomes-detail/2030-N-Adams-St-Apt-207_Arlington_VA_22201_M66588-45469,https://ap.rdcpix.com/b27fd5a690011f3005aa3007b1900313l-m200714529x.jpg
Robert Crawford,Washington Fine Properties,M5577822567,2922452915,414900,NA,2,2,2.0,1300,NA,condo,condos,Arlington,801 S Greenbrier St Apt 411,22204,38.85331,-77.11781,Columbia Forest,https://www.realtor.com/realestateandhomes-detail/801-S-Greenbrier-St-Apt-411_Arlington_VA_22204_M55778-22567,https://ap.rdcpix.com/213844207870bf922b62eb4d3d4b3420l-m2061123819x.jpg
Lauren Kivlighan,Northern Virginia Real Estate Inc.,M6565700208,2922457363,769900,NA,1,1,2.0,1102,8920,single_family,NA,Arlington,857 N Jacksonville St,22205,38.876853,-77.129614,Bluemont,https://www.realtor.com/realestateandhomes-detail/857-N-Jacksonville-St_Arlington_VA_22205_M65657-00208,https://ap.rdcpix.com/3a1c84482a80472a35d6b4cf333bbbf3l-m1800350871x.jpg
Aby Elbashari,The Mayhood Company,M5975266962,2922457351,1075000,NA,2,2,1.0,1645,NA,condo,condos,Arlington,1881 N Nash St Unit 804,22209,38.896909,-77.073192,North Rosslyn,https://www.realtor.com/realestateandhomes-detail/1881-N-Nash-St-Unit-804_Arlington_VA_22209_M59752-66962,https://ap.rdcpix.com/e4aa5eb913516bed9eaf1613cf025005l-m1702212913x.jpg
Susan Nixon,CENTURY 21 New Millennium,M5482489836,2922451870,139999,NA,1,1,0.0,383,NA,condo,condos,Arlington,1021 Arlington Blvd Apt 334,22209,38.8912,-77.06872,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-334_Arlington_VA_22209_M54824-89836,https://ap.rdcpix.com/eaa11b5ba296c36bdfbb034f4beb7871l-m597167251x.jpg
Johanna Baker,COMPASS,M5199764503,2922462061,579000,NA,2,2,2.0,1172,NA,condo,condos,Arlington,1029 N Stuart St Apt 107,22201,38.88313,-77.11166,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1029-N-Stuart-St-Apt-107_Arlington_VA_22201_M51997-64503,https://ap.rdcpix.com/ee15e27ee604f1c99b470282cc111a3bl-m2708714441x.jpg
Lianos Lex,COMPASS,M6734487109,2922463405,364900,NA,1,1,2.0,816,NA,condo,condos,Arlington,1931 N Cleveland St Apt 612,22201,38.8957,-77.09101,North Highland,https://www.realtor.com/realestateandhomes-detail/1931-N-Cleveland-St-Apt-612_Arlington_VA_22201_M67344-87109,https://ap.rdcpix.com/a6f88490e3affe197a0d1c130de256ddl-m4177023472x.jpg
Marga Pirozzoli,COMPASS,M6700801693,2922449454,1395000,1,4,5,6.0,3935,6366,single_family,NA,Arlington,5432 24th St N,22205,38.895052,-77.137679,Leeway Overlee,https://www.realtor.com/realestateandhomes-detail/5432-24th-St-N_Arlington_VA_22205_M67008-01693,https://ap.rdcpix.com/c69b9c3b55f48b918fe1e98d4aec8200l-m3860802792x.jpg
Matt Shepard,Keller Williams Realty,M6757692020,2922442457,1489900,1,2,3,2.0,1882,NA,condo,condos,Arlington,1610 N Queen St Unit 248,22209,38.89257,-77.0775,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1610-N-Queen-St-248_Arlington_VA_22209_M67576-92020,https://ap.rdcpix.com/bbcab1d8a3924802cc4f275a2bdd5d5el-m2379166716x.jpg
Casey Menish Agent,"Pearson Smith Realty, Llc",M6589161151,2922439881,599000,1,2,3,2.0,1632,NA,condo,townhomes,Arlington,2424 S Walter Reed Dr Unit B,22206,38.845987,-77.099591,South Arlington,https://www.realtor.com/realestateandhomes-detail/2424-S-Walter-Reed-Dr-Unit-B_Arlington_VA_22206_M65891-61151,https://ap.rdcpix.com/47b96e6e9539e299602397f70d789f41l-m2098122305x.jpg
Salem Rihani,Nhabit Real Estate Co.,M5246833741,2922439475,670000,1,2,3,3.0,1400,NA,condo,townhomes,Arlington,1609 S Hayes St Unit 2,22202,38.85928,-77.0584,Pentagon City,https://www.realtor.com/realestateandhomes-detail/1609-S-Hayes-St-2_Arlington_VA_22202_M52468-33741,https://ap.rdcpix.com/ecfaf470f5ccacdaa514bf3e0df412a8l-m2032350528x.jpg
Aaron Probasco,KW United,M6578780554,2922436389,1799000,1,4,5,5.0,3147,4281,single_family,NA,Arlington,2208 18th St N,22201,38.89436,-77.086779,Lyon Village,https://www.realtor.com/realestateandhomes-detail/2208-18th-St-N_Arlington_VA_22201_M65787-80554,https://ap.rdcpix.com/af4f36ac75265a4393648c4382a97b19l-m895472211x.jpg
Timothy Pierson,KW United,M9919371192,2922433646,375000,NA,1,1,2.0,875,NA,condo,condos,Arlington,2834B S Wakefield St Unit B,22206,38.842573,-77.098094,South Arlington,https://www.realtor.com/realestateandhomes-detail/2834B-S-Wakefield-St-B_Arlington_VA_22206_M99193-71192,https://ap.rdcpix.com/da6a5aa02a7efb5d0abaa6eb1362caa4l-m2877321374x.jpg
Anton Vanas,Long & Foster Gaithersburg/North Potomac,M5473574196,2922433673,685000,NA,2,2,2.0,1079,NA,condo,condos,Arlington,1276 N Wayne St Apt 308,22201,38.88819,-77.0865,North Arlington,https://www.realtor.com/realestateandhomes-detail/1276-N-Wayne-St-Apt-308_Arlington_VA_22201_M54735-74196,https://ap.rdcpix.com/95074db184dbf4a220eb484ce33b8ec1l-m2332138105x.jpg
Juan Estrada,SAMSON PROPERTIES,M5844601073,2922433567,699000,NA,3,3,5.0,2060,6150,single_family,NA,Arlington,3105 13th St S,22204,38.859754,-77.088655,Douglas Park,https://www.realtor.com/realestateandhomes-detail/3105-13th-St-S_Arlington_VA_22204_M58446-01073,https://ap.rdcpix.com/745249c0288325a2f5e34266ff002175l-m2588433867x.jpg
