,RestaurantName,AddressVicinity,PriceLevel,Rating,BusinessStatus,LatLong
819,China House,"2249B Shirlington Road, Arlington",2.0,3.7,OPERATIONAL,"38.8492681,-77.08412419999999"
820,Five Guys,"3541 South Jefferson Street, Falls Church",2.0,4.4,OPERATIONAL,"38.8468601,-77.11758429999999"
821,Cinthia's Bakery II LLC,"5037 Columbia Pike, Arlington",1.0,3.8,OPERATIONAL,"38.8555344,-77.1140096"
822,Little Caesars Pizza,"5025 Columbia Pike, Arlington",1.0,3.5,OPERATIONAL,"38.8557587,-77.11356839999999"
823,The Chicken Place,"5519 Leesburg Pike, Falls Church",2.0,4.3,OPERATIONAL,"38.847376,-77.122727"
824,Shell,"5842 Columbia Pike, Falls Church",2.0,4.2,OPERATIONAL,"38.8489547,-77.13360589999999"
825,Balagger Ethiopian Restaurant & Bar,"South George Mason Drive 3813E -F, Falls Church",,4.2,OPERATIONAL,"38.8412468,-77.1189456"
826,Zaaki Restaurant & Cafe,"6020 Leesburg Pike, Falls Church",2.0,3.8,OPERATIONAL,"38.8557817,-77.13833679999999"
827,Paisano's Pizza,"5874 Crossroads Center Way, Falls Church",1.0,3.9,OPERATIONAL,"38.852643,-77.13204800000001"
828,Aphrodite Greek Imports,"5886 Leesburg Pike, Falls Church",,4.7,OPERATIONAL,"38.8538575,-77.134264"
829,Starbucks,"3544 South Jefferson Street #7, Falls Church",2.0,3.7,OPERATIONAL,"38.847811,-77.120496"
830,KFC,"5711 Columbia Pike, Bailey's Crossroads",1.0,3.4,OPERATIONAL,"38.8510946,-77.12658069999999"
831,Bread and Kabob,"3407 Payne Street, Falls Church",2.0,4.2,OPERATIONAL,"38.8527158,-77.1323822"
832,La Paz Restaurant,"5900 Columbia Pike, Falls Church",,4.0,OPERATIONAL,"38.84814660000001,-77.1353287"
833,Abay Market Ethiopian food,"3811 South George Mason Drive A, Falls Church",,4.2,OPERATIONAL,"38.841455,-77.1187372"
834,McDonald's,"5005 Columbia Pike, Arlington",1.0,3.4,OPERATIONAL,"38.8561024,-77.1130783"
835,Skyline Cafe-Ethiopian Cuisine,"3821 South George Mason Drive, Falls Church",2.0,4.3,OPERATIONAL,"38.840889,-77.120077"
836,Z Kabob,"3531 South Jefferson Street, Falls Church",2.0,3.6,OPERATIONAL,"38.8475709,-77.11749189999999"
837,Popeyes Louisiana Kitchen,"5007 Columbia Pike, Arlington",1.0,3.8,OPERATIONAL,"38.85618129999999,-77.11315119999999"
838,Pho Ngoc Hung,"3508 Courtland Drive, Falls Church",1.0,4.6,OPERATIONAL,"38.8483803,-77.13555540000002"
839,Dewan Cafe,"3403 Payne Street, Falls Church",,3.6,OPERATIONAL,"38.8529466,-77.1320825"
840,Marino's Pizza & Subs,"3100 Richmond Highway, Alexandria",,3.7,OPERATIONAL,"38.83379499999999,-77.05165699999999"
841,Tropical Smoothie Cafe,"1556 Potomac Greens Drive, Alexandria",1.0,4.5,OPERATIONAL,"38.8218008,-77.0476407"
842,Thai Peppers Restaurant,"2018 Mount Vernon Avenue, Alexandria",1.0,4.2,OPERATIONAL,"38.8245215,-77.05850149999999"
843,Fresh Chop Chop,"2611 South Clark Street, Arlington",,4.6,OPERATIONAL,"38.849928,-77.05177309999999"
844,Slaters Market,"1552 Potomac Greens Drive, Alexandria",,4.8,OPERATIONAL,"38.821653,-77.04755899999999"
845,Huascaran,"3606 Mount Vernon Avenue, Alexandria",1.0,4.1,OPERATIONAL,"38.8381127,-77.06228709999999"
846,Lilian's Restaurant,"3901 Mount Vernon Avenue, Alexandria",2.0,3.8,OPERATIONAL,"38.8414393,-77.0630585"
847,Tsim Yung Chinese Restaurant,"2603 Mount Vernon Avenue, Alexandria",1.0,4.1,OPERATIONAL,"38.8286108,-77.0589272"
848,Waffle Shop,"3864 Mount Vernon Avenue, Alexandria",1.0,4.2,OPERATIONAL,"38.8402801,-77.0630509"
849,Starbucks,"2600 Crystal Drive, Arlington",2.0,4.3,CLOSED_TEMPORARILY,"38.849388,-77.051137"
850,Subway,"3829 Mount Vernon Avenue, Alexandria",1.0,4.1,OPERATIONAL,"38.840966,-77.0627076"
851,Five Guys,"3525 Virginia 110, Alexandria",2.0,4.2,OPERATIONAL,"38.8366547,-77.0511324"
852,CAVA,"3525 Richmond Highway, Alexandria",1.0,4.3,OPERATIONAL,"38.83670559999999,-77.0510944"
853,&pizza - Potomac Yard,"3525 Virginia 110, Alexandria",1.0,4.4,OPERATIONAL,"38.83676409999999,-77.0511192"
854,Caffe Utopia & Bar,"410 East Glebe Road, Alexandria",,4.7,OPERATIONAL,"38.8327007,-77.0518376"
855,The Sushi Bar,"2312 Mount Vernon Avenue, Alexandria",2.0,4.5,OPERATIONAL,"38.8266664,-77.0590098"
856,Daingerfield Island Bar $ Grill,"1 Marina Drive, Alexandria",,3.0,OPERATIONAL,"38.833333,-77.041876"
857,Silpancho’s House,"3401 Mount Vernon Avenue, Alexandria",,4.7,OPERATIONAL,"38.8357597,-77.06038149999999"
858,Streets Market & Cafe,"3108 Mount Vernon Avenue, Alexandria",,4.3,OPERATIONAL,"38.8336111,-77.0602778"
859,Nrgize,"3550 South Clark Street, Arlington",1.0,2.8,CLOSED_TEMPORARILY,"38.843722,-77.0522717"
860,Huong Binh Bakery,"6781 Wilson Boulevard, Falls Church",,4.2,OPERATIONAL,"38.87371709999999,-77.15512629999999"
861,Thanh Son Tofu,"6793 Wilson Boulevard, Falls Church",1.0,4.3,OPERATIONAL,"38.873355,-77.154855"
862,Wendy's,"6349 Seven Corners, Falls Church",1.0,3.6,OPERATIONAL,"38.86815470000001,-77.1519991"
863,McDonald's,"6165 Arlington Boulevard, Falls Church",1.0,3.3,OPERATIONAL,"38.8677434,-77.14649519999999"
864,Live Crawfish & Seafood,"6168 Arlington Boulevard, Falls Church",2.0,3.8,OPERATIONAL,"38.8701172,-77.14677429999999"
865,New Moon,"6619 Wilson Boulevard, Falls Church",2.0,4.2,OPERATIONAL,"38.873786,-77.15162889999999"
866,Nha Trang Restaurant,"6757 Wilson Boulevard #7, Falls Church",1.0,4.1,OPERATIONAL,"38.8742246,-77.1542607"
867,Banh Mi So 1,"6799 Wilson Boulevard Suite 4, Falls Church",1.0,4.2,OPERATIONAL,"38.873017,-77.15387"
868,Willston Centre I,"6164 Arlington Boulevard, Falls Church",,4.2,OPERATIONAL,"38.86981109999999,-77.14653969999999"
869,&pizza - Seven Corners,"6108 Arlington Boulevard, Seven Corners",,2.7,OPERATIONAL,"38.86867000000001,-77.1441389"
870,El Catrin,"2930 Patrick Henry Drive, Falls Church",,3.4,OPERATIONAL,"38.8703485,-77.1467933"
871,Viva Tequila,"6186 Arlington Boulevard, Falls Church",,3.6,OPERATIONAL,"38.8700424,-77.1475775"
872,Desis Chicken and Steak,"6118 Arlington Boulevard, Falls Church",,4.3,OPERATIONAL,"38.8695654,-77.1478647"
873,Chilcanos RestoBar - Peruvian Restaurant & Pollos a la Brasa,"6198 Arlington Boulevard, Falls Church",1.0,4.2,OPERATIONAL,"38.86959039999999,-77.1478563"
874,Southern Fresca,"6184 Arlington Boulevard, Falls Church",,,OPERATIONAL,"38.8698892,-77.1477074"
875,La Panaderia de Paris,"6184 Arlington Boulevard, Falls Church",1.0,3.6,OPERATIONAL,"38.8702114,-77.1474477"
876,Bento Sushi,"6118 Arlington Boulevard, Falls Church",,3.0,OPERATIONAL,"38.8685205,-77.1421484"
877,Pizza Hut Express,"6100 Arlington Boulevard, Falls Church",1.0,3.5,OPERATIONAL,"38.8681122,-77.1420097"
878,Jing Du 17,"6280 Arlington Boulevard, Falls Church",,3.2,CLOSED_TEMPORARILY,"38.87209670000001,-77.1522949"
879,Hong Kong Pearl Seafood Restaurant,"6286 Arlington Boulevard, Falls Church",2.0,4.1,OPERATIONAL,"38.8724111,-77.1526944"
883,Starbucks,"3122 M Street Northwest, Washington",2.0,3.9,CLOSED_TEMPORARILY,"38.905052,-77.06188999999999"
884,Kintaro,"1039 33rd Street Northwest, Washington",2.0,4.0,OPERATIONAL,"38.90470269999999,-77.06587309999999"
886,Revival,"1401 Lee Highway, Arlington",2.0,3.9,OPERATIONAL,"38.8998119,-77.0728802"
887,Saxbys,"3500 O Street Northwest, Washington",1.0,4.3,OPERATIONAL,"38.907614,-77.06925170000001"
894,Miss Saigon Restaurant,"3057 M Street Northwest, Washington",2.0,4.1,CLOSED_TEMPORARILY,"38.905331,-77.0605236"
896,Starbucks,"3050 K Street Northwest, Washington",2.0,3.6,OPERATIONAL,"38.902229,-77.060228"
897,Mai Thai of Georgetown,"LBBY#1, 3251 Prospect Street Northwest, Washington",2.0,4.1,OPERATIONAL,"38.90622379999999,-77.06377739999999"
898,Subway,"1435 North Courthouse Road, Arlington",1.0,4.0,OPERATIONAL,"38.8903755,-77.0834126"
900,Subway,"Wedge 3 434 Pentagon, 100 South Washington Boulevard, Arlington",1.0,3.7,OPERATIONAL,"38.8718568,-77.0562669"
901,South Block,"1550 Wilson Boulevard, Center UNIT 104, Rosslyn",,4.7,OPERATIONAL,"38.8942893,-77.0757833"
902,Sbarro,"Pentagon, 2025 Concessions, Washington",1.0,3.7,CLOSED_TEMPORARILY,"38.8719431,-77.05558909999999"
903,Roll Play,"23 North Lynn Street, Arlington",,5.0,OPERATIONAL,"38.8970085,-77.07116719999999"
904,Happy Endings Eatery,"1800 North Lynn Street, Arlington",,4.5,OPERATIONAL,"38.8969895,-77.07145779999999"
905,QDOBA Mexican Eats,"2024 Concessions Pentagon Room 2C353, Washington",1.0,4.5,OPERATIONAL,"38.8713398,-77.0568389"
906,Bento Sushi,"safeway mall, 1525 Wilson Boulevard, Arlington",,,OPERATIONAL,"38.8952123,-77.0754236"
907,Patton Hall,"214 Jackson Avenue, Fort Myer",,4.6,CLOSED_TEMPORARILY,"38.8834952,-77.0815487"
910,Oby Lee Winery,"3000 Washington Boulevard, Arlington",2.0,4.5,OPERATIONAL,"38.8847186,-77.09378389999999"
911,Rien Tong Restaurant,"3131 Wilson Boulevard, Arlington",1.0,3.5,OPERATIONAL,"38.8871905,-77.0957241"
914,Le Pain Quotidien,"2900 Clarendon Boulevard, Arlington",2.0,4.1,CLOSED_TEMPORARILY,"38.8876232,-77.0932682"
917,Earl's Sandwiches,"2605 Wilson Boulevard, Arlington",1.0,4.6,OPERATIONAL,"38.890092,-77.089905"
918,Masala Express,"2622-A North Pershing Drive, Arlington",1.0,4.0,OPERATIONAL,"38.8803254,-77.0895671"
924,Pizza Roma,"4219 Fairfax Drive, Arlington",2.0,3.4,OPERATIONAL,"38.8825105,-77.111362"
926,Astor Mediterranean,"2300 North Pershing Drive, Arlington",1.0,4.2,OPERATIONAL,"38.8805056,-77.0858361"
927,Pizza Hut,"3311 Lee Highway, Arlington",1.0,2.8,OPERATIONAL,"38.896805,-77.1017075"
932,Natural Cafe,"850 North Randolph Street #119, Arlington",,3.9,OPERATIONAL,"38.88090580000001,-77.1103224"
934,Rus Uz - Arlington,"1000 North Randolph Street #3a, Arlington",2.0,4.4,OPERATIONAL,"38.8826044,-77.1098935"
935,Gli,"1100 North Glebe Road, Arlington",,,OPERATIONAL,"38.88344399999999,-77.118044"
936,Super Pollo,"550 North Quincy Street, Arlington",1.0,4.4,OPERATIONAL,"38.8779445,-77.1079905"
937,Subway,"4227 Fairfax Drive, Arlington",1.0,4.1,OPERATIONAL,"38.8824927,-77.11161539999999"
938,Dunkin',"4201 Wilson Boulevard Suite 130, Arlington",1.0,3.6,OPERATIONAL,"38.8807948,-77.11136429999999"
939,Nando's Peri-Peri,"4401 Wilson Boulevard, Arlington",2.0,4.3,OPERATIONAL,"38.88028,-77.11349"
940,World of Beer,"901 North Glebe Road #105, Arlington",2.0,4.3,CLOSED_TEMPORARILY,"38.8816817,-77.1153451"
941,Crafthouse,"901 North Glebe Road #105, Arlington",2.0,4.3,OPERATIONAL,"38.8814934,-77.11533519999999"
942,Sweet Leaf Cafe,"800 North Glebe Road, Arlington",,4.2,CLOSED_TEMPORARILY,"38.8802755,-77.11479729999999"
943,Stageplate Bistro - Arlington,"900 North Glebe Road, Arlington",2.0,4.6,OPERATIONAL,"38.8808972,-77.115595"
944,Bistro 1521,"900 North Glebe Road #100, Arlington",2.0,4.1,CLOSED_TEMPORARILY,"38.8807511,-77.1157711"
945,Starbucks,"1000 North Glebe Road, Arlington",2.0,4.3,OPERATIONAL,"38.8823003,-77.11646309999999"
946,Sweet Leaf Cafe,"650 North Quincy Street, Arlington",1.0,4.5,OPERATIONAL,"38.8789883,-77.107852"
947,Eat Cafe & Bites,"1000 North Glebe Road, Arlington",,3.9,OPERATIONAL,"38.88225779999999,-77.1168926"
950,Taj of India,"509 23rd Street South, Arlington",2.0,3.9,OPERATIONAL,"38.85358650000001,-77.0537817"
951,BELL20 Restaurant,"1999 Richmond Highway, Arlington",2.0,3.8,CLOSED_TEMPORARILY,"38.856571,-77.051588"
952,Atia Kabob Place,"251 18th Street South, Arlington",1.0,3.6,CLOSED_TEMPORARILY,"38.85811640000001,-77.05098459999999"
955,The Stand,"1601 Crystal Drive, Arlington",,4.2,OPERATIONAL,"38.8582892,-77.0488271"
956,Highline RxR,"2010 Crystal Drive, Arlington",2.0,3.9,OPERATIONAL,"38.8558491,-77.0496249"
957,sweetgreen,"2200 Crystal Drive Ste E, Arlington",2.0,4.4,OPERATIONAL,"38.8543963,-77.0497481"
958,The Athena Pallas Restaurant,"556 22nd Street South, Arlington",2.0,4.6,OPERATIONAL,"38.8538294,-77.0547823"
959,Bob & Edith's Diner,"539 23rd Street South, Arlington",1.0,4.3,OPERATIONAL,"38.85354509999999,-77.0544716"
960,Dunkin',"Ronald Reagan Washington National Airport, 1 Aviation Circle, Arlington",1.0,1.9,OPERATIONAL,"38.8584135,-77.04485319999999"
961,Bonsai Grill,"553 23rd Street South, Arlington",,4.4,OPERATIONAL,"38.8534272,-77.0548195"
962,The Flirt Lounge,"542 23rd Street South, Arlington",,4.0,OPERATIONAL,"38.85314100000001,-77.05454999999999"
963,The Perfect Pita,"2345 Crystal Drive, Arlington",1.0,3.8,OPERATIONAL,"38.8526078,-77.0487332"
972,BGR The Burger Joint,"3129 Lee Highway, Arlington",2.0,4.5,OPERATIONAL,"38.8965456,-77.0966479"
973,Delhi Dhaba,"2424 Wilson Boulevard, Arlington",2.0,3.8,OPERATIONAL,"38.8901133,-77.08813909999999"
977,Starbucks,"3125 Lee Highway, Arlington",2.0,3.4,OPERATIONAL,"38.896585,-77.096572"
983,MeJana - Lebanese Cuisine,"2300 Wilson Boulevard, Arlington",2.0,4.4,OPERATIONAL,"38.8903306,-77.08731630000001"
987,Dunkin',"3520 Lee Highway, Arlington",1.0,3.9,OPERATIONAL,"38.8957082,-77.1040051"
1008,Founding Farmers Tysons,"1800 Tysons Boulevard, Tysons",2.0,4.4,OPERATIONAL,"38.9227085,-77.2225453"
1009,Sabrina's Pollo,"1961 Chain Bridge Road, McLean",,4.1,OPERATIONAL,"38.9180716,-77.219836"
1010,Starbucks,"7922 Tysons Corner Center, McLean",2.0,4.2,OPERATIONAL,"38.918413,-77.22076299999999"
1011,Shake Shack,"7924 Tysons Corner Center, McLean",2.0,4.3,OPERATIONAL,"38.9182542,-77.2209027"
1012,Asian Bistro,"1961 Chain Bridge Road, McLean",1.0,3.6,OPERATIONAL,"38.9178281,-77.2214008"
1013,The Halal Guys,"7943L Tysons Corner Center, McLean",1.0,4.0,OPERATIONAL,"38.9177258,-77.2213977"
1014,Street Kitchen,"7943B Tysons Corner Center, Tysons",2.0,3.4,CLOSED_TEMPORARILY,"38.9176083,-77.2214438"
1015,&pizza - Tysons Corner,"1961 Chain Bridge Road, McLean",1.0,4.3,OPERATIONAL,"38.91794429999999,-77.222049"
1016,sweetgreen,"2001 International Drive, McLean",2.0,4.4,OPERATIONAL,"38.9246898,-77.2248168"
1017,TGI Fridays,"7855E Tysons Corner Center, McLean",2.0,3.8,OPERATIONAL,"38.9175565,-77.2198451"
1018,Kung Fu Tea,"1961 Chain Bridge Road Kiosk #SKS01, McLean",1.0,4.1,OPERATIONAL,"38.918017,-77.2229488"
1019,Marketplace Cafe,"8075 Tysons Corner Center, McLean",,4.9,OPERATIONAL,"38.9167911,-77.22220519999999"
1020,NM Cafe,"2255 International Drive Level One, McLean",2.0,3.0,CLOSED_TEMPORARILY,"38.9228809,-77.2241955"
1021,Harvest Café,"1960 Chain Bridge Road, McLean",,5.0,OPERATIONAL,"38.9207018,-77.2271682"
1022,La Sandia,"7852L Tysons Corner Center, McLean",2.0,4.0,OPERATIONAL,"38.91769559999999,-77.2183421"
1023,Sapphire Tyson's Restaurant,"8201 Greensboro Drive Unit #109, Tysons",2.0,4.2,OPERATIONAL,"38.9223577,-77.22720269999999"
1024,Lobby Shop,"1650 Tysons Boulevard, McLean",,5.0,OPERATIONAL,"38.9250748,-77.2234409"
1025,Panda Express,"7941 L, Tysons Corner Center, McLean",1.0,4.1,OPERATIONAL,"38.9176279,-77.22141409999999"
1026,The Bistro – Eat. Drink. Connect.®,"1960 Chain Bridge Road, McLean",,3.7,OPERATIONAL,"38.92036480000001,-77.2269841"
1027,McDonald's,"7937 Tysons Corner Center, McLean",1.0,3.3,OPERATIONAL,"38.9176086,-77.22106699999999"
1070,Dunkin',"1413 South Fern Street Unit 6, Arlington",1.0,3.9,OPERATIONAL,"38.86042019999999,-77.0560256"
1073,Dunkin',"1687 Crystal Square Arc, Arlington",1.0,3.2,OPERATIONAL,"38.8582019,-77.05127270000001"
1075,Extreme Pizza - Pentagon City,"1419 South Fern Street, Arlington",2.0,4.4,OPERATIONAL,"38.86023960000001,-77.0559854"
1076,Taco Bell,"1100 South Hayes Street, Arlington",1.0,3.5,OPERATIONAL,"38.8635209,-77.0605641"
1077,The Perfect Pita,"1681 Crystal Drive, Arlington",1.0,4.1,OPERATIONAL,"38.8583799,-77.05123429999999"
1078,San Antonio Bar & Grill,"1664 A Crystal Drive, Arlington",2.0,3.7,OPERATIONAL,"38.85830769999999,-77.05044930000001"
1079,Smoothie King,"Pentagon Row Shopping Center, 1101 South Joyce Street Suite B-9, Arlington",2.0,4.4,OPERATIONAL,"38.864703,-77.062518"
1080,Sushi Garden,"1680 Crystal Drive, Arlington",,4.6,OPERATIONAL,"38.8583836,-77.05107129999999"
1081,Soho Cafe,"1225 South Clark Street E-11, Arlington",,4.0,CLOSED_TEMPORARILY,"38.8621157,-77.0508438"
1082,Market Basket,"Arc, 1669 Crystal Square Way, Arlington",,4.0,OPERATIONAL,"38.8588286,-77.0508084"
1083,Larry's Snack Bar,"1 Pentagon, Arlington",,5.0,OPERATIONAL,"38.8706007,-77.0557268"
1084,Rollerz,"Pentagon, District of Freedom #8573311, Washington",,4.3,OPERATIONAL,"38.8709862,-77.05595439999999"
1130,Takumi,"310 South Washington Street B, Falls Church",2.0,4.6,OPERATIONAL,"38.8805701,-77.1735393"
1131,Panjshir Restaurant,"114 East Fairfax Street, Falls Church",2.0,4.4,OPERATIONAL,"38.8802391,-77.1717238"
1136,YUME SUSHI,"2121 North Westmoreland Street A-2, Arlington",,4.7,OPERATIONAL,"38.8864252,-77.1623027"
1137,Cafe Kindred,"450 N South Washington Street Ste F, Falls Church",2.0,4.5,OPERATIONAL,"38.8851972,-77.1653556"
1138,Grand Hunan Restaurant,"5845 Washington Boulevard, Arlington",1.0,3.7,OPERATIONAL,"38.88540589999999,-77.1404913"
1142,Thompson Italian,"124 North Washington Street, Falls Church",,4.6,OPERATIONAL,"38.8826027,-77.1702782"
1143,Khisko Authentic Bolivian Cuisine,Falls Church,,4.1,OPERATIONAL,"38.8744477,-77.154718"
1144,Hoa Vien Quan,Falls Church,,4.3,OPERATIONAL,"38.8744979,-77.15395889999999"
1145,Cafe La Mirage,"6755 Wilson Boulevard, Falls Church",,3.5,OPERATIONAL,"38.8744916,-77.1539438"
1146,Ginsoy Fusion,"6763 Wilson Boulevard Ste 6D, Falls Church",,,OPERATIONAL,"38.8743139,-77.1545268"
1147,Vivi Bubble Tea Eden Center,"6769 Wilson Boulevard, Falls Church",,3.4,OPERATIONAL,"38.8741735,-77.1551003"
